Product,Week,2018,2019,2020,2021,,
Nonmetallic Minerals,Week 49 (Nov-28),5551,5160,5512,null,,
Nonmetallic Minerals,Week 50 (Dec-05),5146,4721,5455,null,,
Nonmetallic Minerals,Week 51 (Dec-12),6124,5355,5120,null,,
Nonmetallic Minerals,Week 52 (Dec-19),4342,4588,4651,null,,
Other,Week 1 (Dec-27),1455,1113,1322,1242,,
Other,Week 2 (Jan-03),1124,1609,1793,null,,
Other,Week 3 (Jan-10),1224,1400,1509,null,,
Other,Week 4 (Jan-17),1646,1134,1515,null,,
Other,Week 5 (Jan-24),1459,1141,1618,null,,
Other,Week 6 (Jan-31),1275,1552,1571,null,,
Other,Week 7 (Feb-07),1450,1389,1681,null,,
Other,Week 8 (Feb-14),1736,1269,1383,null,,
Other,Week 9 (Feb-21),1461,1137,1373,null,,
Other,Week 10 (Feb-28),1402,1103,1647,null,,
Other,Week 11 (Mar-07),1199,1138,1551,null,,
Other,Week 12 (Mar-14),1630,1418,1592,null,,
Other,Week 13 (Mar-21),1572,1349,1220,null,,
Other,Week 14 (Mar-28),1344,1878,1645,null,,
Other,Week 15 (Apr-04),1328,1408,1240,null,,
Other,Week 16 (Apr-11),1392,1878,1251,null,,
Other,Week 17 (Apr-18),1521,1214,1295,null,,
Other,Week 18 (Apr-25),1054,2258,1032,null,,
Other,Week 19 (May-2),1557,1545,1240,null,,
Other,Week 20 (May-09),1374,2103,1461,null,,
Other,Week 21 (May-16),1381,1384,1489,null,,
Other,Week 22 (May-23),1381,1361,1446,null,,
Other,Week 23 (May-30),1327,1464,1321,null,,
Other,Week 24 (June-6),1332,1228,1641,null,,
Other,Week 25 (June-13),1258,1232,1771,null,,
Other,Week 26 (June-20),1265,1148,1594,null,,
Other,Week 27 (Jun-27),1208,1063,1108,null,,
Other,Week 28 (Jul-04),1536,1294,1375,null,,
Other,Week 29 (Jul-11),1453,1517,1761,null,,
Other,Week 30 (Jul-18),1528,1627,1393,null,,
Other,Week 31 (Jul-25),1333,1339,1702,null,,
Other,Week 32 (Aug-01),1145,1256,1287,null,,
Other,Week 33 (Aug-08),1172,1341,1380,null,,
Other,Week 34 (Aug-15),1248,1545,1425,null,,
Other,Week 35(Aug-24),1272,1614,1516,null,,
Other,Week 36(Aug-29),1159,1106,1558,null,,
Other,Week 37(Sep-05),1446,1388,1387,null,,
Other,Week 38(Sep-12),1727,1556,1661,null,,
Other,Week 39(Sep-19),1371,1645,1303,null,,
Other,Week 40(Sep-26),1490,1730,1338,null,,
Other,Week 41(Oct-03),1374,1628,1467,null,,
Other,Week 42 (Oct-10),1651,1534,1394,null,,
Other,Week 43 (Oct-17),1517,2131,1838,null,,
Other,Week 44 (Oct-24),1650,1972,1959,null,,
Other,Week 45 (Oct-31),1762,1551,1476,null,,
Other,Week 46 (Nov-07),1638,1386,1613,null,,
Other,Week 47 (Nov-14),1333,1352,1990,null,,
Other,Week 48 (Nov-21),1609,1439,1240,null,,
Other,Week 49 (Nov-28),1392,2005,1495,null,,
Other,Week 50 (Dec-05),1753,1503,1686,null,,
Other,Week 51 (Dec-12),1592,1646,1801,null,,
Other,Week 52 (Dec-19),496,1083,1452,null,,
Petroleum and Petroleum Products,Week 1 (Dec-27),7587,11524,12540,8248,,
Petroleum and Petroleum Products,Week 2 (Jan-03),7961,11329,12793,null,,
Petroleum and Petroleum Products,Week 3 (Jan-10),8116,10859,9960,null,,
Petroleum and Petroleum Products,Week 4 (Jan-17),7988,9697,13057,null,,
Petroleum and Petroleum Products,Week 5 (Jan-24),7566,8602,12988,null,,
Petroleum and Petroleum Products,Week 6 (Jan-31),7714,7174,12377,null,,
Petroleum and Petroleum Products,Week 7 (Feb-07),7178,7645,9989,null,,
Petroleum and Petroleum Products,Week 8 (Feb-14),7407,8066,10983,null,,
Petroleum and Petroleum Products,Week 9 (Feb-21),8142,8834,11025,null,,
Petroleum and Petroleum Products,Week 10 (Feb-28),7385,8404,11240,null,,
Petroleum and Petroleum Products,Week 11 (Mar-07),7941,8949,10468,null,,
Petroleum and Petroleum Products,Week 12 (Mar-14),7509,9456,10276,null,,
Petroleum and Petroleum Products,Week 13 (Mar-21),8022,9051,8706,null,,
Petroleum and Petroleum Products,Week 14 (Mar-28),7955,9837,7736,null,,
Petroleum and Petroleum Products,Week 15 (Apr-04),7275,9139,7242,null,,
Petroleum and Petroleum Products,Week 16 (Apr-11),7181,9085,6356,null,,
Petroleum and Petroleum Products,Week 17 (Apr-18),7636,10392,6030,null,,
Petroleum and Petroleum Products,Week 18 (Apr-25),7775,10568,5825,null,,
Petroleum and Petroleum Products,Week 19 (May-2),7528,10291,5833,null,,
Petroleum and Petroleum Products,Week 20 (May-09),7379,9994,5488,null,,
Petroleum and Petroleum Products,Week 21 (May-16),7568,10896,5961,null,,
Petroleum and Petroleum Products,Week 22 (May-23),7465,9810,6161,null,,
Petroleum and Petroleum Products,Week 23 (May-30),9077,10732,5282,null,,
Petroleum and Petroleum Products,Week 24 (June-6),8202,10753,6173,null,,
Petroleum and Petroleum Products,Week 25 (June-13),8734,10243,5816,null,,
Petroleum and Petroleum Products,Week 26 (June-20),8795,10711,5292,null,,
Petroleum and Petroleum Products,Week 27 (Jun-27),8907,9988,5954,null,,
Petroleum and Petroleum Products,Week 28 (Jul-04),8014,10867,5677,null,,
Petroleum and Petroleum Products,Week 29 (Jul-11),8113,10963,6348,null,,
Petroleum and Petroleum Products,Week 30 (Jul-18),8801,10885,6153,null,,
Petroleum and Petroleum Products,Week 31 (Jul-25),8558,10594,6210,null,,
Petroleum and Petroleum Products,Week 32 (Aug-01),9068,11015,6041,null,,
Petroleum and Petroleum Products,Week 33 (Aug-08),8695,10574,5838,null,,
Petroleum and Petroleum Products,Week 34 (Aug-15),8752,10914,6004,null,,
Petroleum and Petroleum Products,Week 35(Aug-24),9155,10267,5474,null,,
Petroleum and Petroleum Products,Week 36(Aug-29),8838,10000,6882,null,,
Petroleum and Petroleum Products,Week 37(Sep-05),9476,11052,6017,null,,
Petroleum and Petroleum Products,Week 38(Sep-12),9146,10642,7164,null,,
Petroleum and Petroleum Products,Week 39(Sep-19),9485,11245,6916,null,,
Petroleum and Petroleum Products,Week 40(Sep-26),9950,9346,7152,null,,
Petroleum and Petroleum Products,Week 41(Oct-03),10241,9691,7153,null,,
Petroleum and Petroleum Products,Week 42 (Oct-10),10369,10174,7286,null,,
Petroleum and Petroleum Products,Week 43 (Oct-17),10914,10583,7559,null,,
Petroleum and Petroleum Products,Week 44 (Oct-24),10507,9943,7408,null,,
Petroleum and Petroleum Products,Week 45 (Oct-31),10425,11348,8049,null,,
Petroleum and Petroleum Products,Week 46 (Nov-07),11451,11781,8360,null,,
Petroleum and Petroleum Products,Week 47 (Nov-14),11116,9458,9073,null,,
Petroleum and Petroleum Products,Week 48 (Nov-21),11663,9255,8855,null,,
Petroleum and Petroleum Products,Week 49 (Nov-28),10808,13355,8947,null,,
Petroleum and Petroleum Products,Week 50 (Dec-05),11292,11921,9244,null,,
Petroleum and Petroleum Products,Week 51 (Dec-12),11418,13053,9107,null,,
Petroleum and Petroleum Products,Week 52 (Dec-19),10435,10941,8940,null,,
Total Carloads,Week 1 (Dec-27),66985,76698,75918,74166,,
Total Carloads,Week 2 (Jan-03),74596,84517,79508,null,,
Total Carloads,Week 3 (Jan-10),76555,84670,69368,null,,
Total Carloads,Week 4 (Jan-17),78826,80560,80758,null,,
Total Carloads,Week 5 (Jan-24),78396,76671,84949,null,,
Total Carloads,Week 6 (Jan-31),73877,71661,76168,null,,
Total Carloads,Week 7 (Feb-07),71698,73275,75421,null,,
Total Carloads,Week 8 (Feb-14),73032,74785,76331,null,,
Total Carloads,Week 9 (Feb-21),79533,77067,80166,null,,
Total Carloads,Week 10 (Feb-28),79761,75534,83886,null,,
Total Carloads,Week 11 (Mar-07),79314,79303,84612,null,,
Total Carloads,Week 12 (Mar-14),82618,82708,83954,null,,
Total Carloads,Week 13 (Mar-21),82078,84425,79775,null,,
Total Carloads,Week 14 (Mar-28),83042,88569,73841,null,,
Total Carloads,Week 15 (Apr-04),84648,84785,73556,null,,
Total Carloads,Week 16 (Apr-11),80327,83068,72049,null,,
Total Carloads,Week 17 (Apr-18),84115,88748,71689,null,,
Total Carloads,Week 18 (Apr-25),86114,88908,67952,null,,
Total Carloads,Week 19 (May-2),84175,85195,67481,null,,
Total Carloads,Week 20 (May-09),83575,85865,64416,null,,
Total Carloads,Week 21 (May-16),83017,84297,65535,null,,
Total Carloads,Week 22 (May-23),79929,83265,68657,null,,
Total Carloads,Week 23 (May-30),82262,84023,68464,null,,
Total Carloads,Week 24 (June-6),84254,85070,72127,null,,
Total Carloads,Week 25 (June-13),83301,84518,72171,null,,
Total Carloads,Week 26 (June-20),84694,89337,71613,null,,
Total Carloads,Week 27 (Jun-27),77607,77571,69121,null,,
Total Carloads,Week 28 (Jul-04),82620,81572,68300,null,,
Total Carloads,Week 29 (Jul-11),80302,82486,71949,null,,
Total Carloads,Week 30 (Jul-18),81202,83805,72440,null,,
Total Carloads,Week 31 (Jul-25),84472,81433,72466,null,,
Total Carloads,Week 32 (Aug-01),79925,81027,70663,null,,
Total Carloads,Week 33 (Aug-08),82159,81162,73488,null,,
Total Carloads,Week 34 (Aug-15),85021,83339,71766,null,,
Total Carloads,Week 35(Aug-24),86902,85954,72859,null,,
Total Carloads,Week 36(Aug-29),82541,77774,78580,null,,
Total Carloads,Week 37(Sep-05),83028,80505,77003,null,,
Total Carloads,Week 38(Sep-12),84859,81436,82891,null,,
Total Carloads,Week 39(Sep-19),88889,83791,81142,null,,
Total Carloads,Week 40(Sep-26),85997,76176,80762,null,,
Total Carloads,Week 41(Oct-03),85249,78196,79435,null,,
Total Carloads,Week 42 (Oct-10),87523,78199,80201,null,,
Total Carloads,Week 43 (Oct-17),88696,81902,80384,null,,
Total Carloads,Week 44 (Oct-24),88275,81624,76575,null,,
Total Carloads,Week 45 (Oct-31),87750,83174,78242,null,,
Total Carloads,Week 46 (Nov-07),86834,82975,79874,null,,
Total Carloads,Week 47 (Nov-14),84509,70768,83018,null,,
Total Carloads,Week 48 (Nov-21),88579,70684,81713,null,,
Total Carloads,Week 49 (Nov-28),82129,85769,83831,null,,
Total Carloads,Week 50 (Dec-05),84550,81556,86457,null,,
Total Carloads,Week 51 (Dec-12),87956,85789,84546,null,,
Total Carloads,Week 52 (Dec-19),71380,70850,70407,null,,
Total Intermodal Units,Week 1 (Dec-27),52436,54166,56430,58241,,
Total Intermodal Units,Week 2 (Jan-03),63360,72357,69486,null,,
Total Intermodal Units,Week 3 (Jan-10),65265,71008,61451,null,,
Total Intermodal Units,Week 4 (Jan-17),67391,66650,68925,null,,
Total Intermodal Units,Week 5 (Jan-24),70534,62070,73106,null,,
Total Intermodal Units,Week 6 (Jan-31),63412,62207,62145,null,,
Total Intermodal Units,Week 7 (Feb-07),66157,62783,55059,null,,
Total Intermodal Units,Week 8 (Feb-14),68200,66290,56299,null,,
Total Intermodal Units,Week 9 (Feb-21),70516,67977,58116,null,,
Total Intermodal Units,Week 10 (Feb-28),69273,67818,64025,null,,
Total Intermodal Units,Week 11 (Mar-07),68715,69935,60886,null,,
Total Intermodal Units,Week 12 (Mar-14),70986,71236,61041,null,,
Total Intermodal Units,Week 13 (Mar-21),68985,72703,61259,null,,
Total Intermodal Units,Week 14 (Mar-28),69295,72970,63604,null,,
Total Intermodal Units,Week 15 (Apr-04),67335,74039,66088,null,,
Total Intermodal Units,Week 16 (Apr-11),64061,70789,65088,null,,
Total Intermodal Units,Week 17 (Apr-18),68512,71660,69898,null,,
Total Intermodal Units,Week 18 (Apr-25),71685,74194,69551,null,,
Total Intermodal Units,Week 19 (May-2),70827,69992,69234,null,,
Total Intermodal Units,Week 20 (May-09),70974,69605,66940,null,,
Total Intermodal Units,Week 21 (May-16),66190,65767,61901,null,,
Total Intermodal Units,Week 22 (May-23),65817,66713,63195,null,,
Total Intermodal Units,Week 23 (May-30),69351,69961,63886,null,,
Total Intermodal Units,Week 24 (June-6),69872,70512,64378,null,,
Total Intermodal Units,Week 25 (June-13),69868,70046,64537,null,,
Total Intermodal Units,Week 26 (June-20),69286,70692,64364,null,,
Total Intermodal Units,Week 27 (Jun-27),64497,66783,61277,null,,
Total Intermodal Units,Week 28 (Jul-04),68170,71573,65797,null,,
Total Intermodal Units,Week 29 (Jul-11),69249,71482,67698,null,,
Total Intermodal Units,Week 30 (Jul-18),71564,70776,70698,null,,
Total Intermodal Units,Week 31 (Jul-25),73212,75261,68044,null,,
Total Intermodal Units,Week 32 (Aug-01),69123,71476,69338,null,,
Total Intermodal Units,Week 33 (Aug-08),73556,76265,69963,null,,
Total Intermodal Units,Week 34 (Aug-15),72983,73322,68970,null,,
Total Intermodal Units,Week 35(Aug-24),72870,74292,73551,null,,
Total Intermodal Units,Week 36(Aug-29),65354,66136,73558,null,,
Total Intermodal Units,Week 37(Sep-05),74452,74960,70777,null,,
Total Intermodal Units,Week 38(Sep-12),75455,74819,74331,null,,
Total Intermodal Units,Week 39(Sep-19),74012,73658,76337,null,,
Total Intermodal Units,Week 40(Sep-26),70135,72550,77179,null,,
Total Intermodal Units,Week 41(Oct-03),69835,73060,79211,null,,
Total Intermodal Units,Week 42 (Oct-10),71830,68414,78094,null,,
Total Intermodal Units,Week 43 (Oct-17),73726,71105,79792,null,,
Total Intermodal Units,Week 44 (Oct-24),72338,67583,81269,null,,
Total Intermodal Units,Week 45 (Oct-31),72172,68361,77926,null,,
Total Intermodal Units,Week 46 (Nov-07),69418,65188,77390,null,,
Total Intermodal Units,Week 47 (Nov-14),68592,65247,78838,null,,
Total Intermodal Units,Week 48 (Nov-21),70838,68616,74960,null,,
Total Intermodal Units,Week 49 (Nov-28),73115,67212,75310,null,,
Total Intermodal Units,Week 50 (Dec-05),72894,69669,75479,null,,
Total Intermodal Units,Week 51 (Dec-12),71747,67940,73122,null,,
Total Intermodal Units,Week 52 (Dec-19),53354,52790,57027,null,,
Total Traffic,Week 1 (Dec-27),119401,130864,132348,132407,,
Total Traffic,Week 2 (Jan-03),137972,156874,148994,null,,
Total Traffic,Week 3 (Jan-10),141783,155678,130819,null,,
Total Traffic,Week 4 (Jan-17),146187,147210,149683,null,,
Total Traffic,Week 5 (Jan-24),149024,138741,158055,null,,
Total Traffic,Week 6 (Jan-31),137301,133868,138313,null,,
Total Traffic,Week 7 (Feb-07),137850,136058,130480,null,,
Total Traffic,Week 8 (Feb-14),141216,141075,132630,null,,
Total Traffic,Week 9 (Feb-21),149994,145044,138282,null,,
Total Traffic,Week 10 (Feb-28),149015,143352,147911,null,,
Total Traffic,Week 11 (Mar-07),148029,149238,145498,null,,
Total Traffic,Week 12 (Mar-14),153604,153944,144995,null,,
Total Traffic,Week 13 (Mar-21),151063,157128,141034,null,,
Total Traffic,Week 14 (Mar-28),152337,161539,137445,null,,
Total Traffic,Week 15 (Apr-04),151983,158824,139644,null,,
Total Traffic,Week 16 (Apr-11),144388,153857,137137,null,,
Total Traffic,Week 17 (Apr-18),152627,160408,141587,null,,
Total Traffic,Week 18 (Apr-25),157799,163102,137503,null,,
Total Traffic,Week 19 (May-2),155002,155187,136715,null,,
Total Traffic,Week 20 (May-09),154549,155470,131356,null,,
Total Traffic,Week 21 (May-16),149207,150064,127436,null,,
Total Traffic,Week 22 (May-23),145746,149978,131852,null,,
Total Traffic,Week 23 (May-30),151613,153984,132350,null,,
Total Traffic,Week 24 (June-6),154126,155582,136505,null,,
Total Traffic,Week 25 (June-13),153169,154564,136708,null,,
Total Traffic,Week 26 (June-20),153980,160029,135977,null,,
Total Traffic,Week 27 (Jun-27),142104,144354,130348,null,,
Total Traffic,Week 28 (Jul-04),150790,153145,134097,null,,
Total Traffic,Week 29 (Jul-11),149551,153968,139647,null,,
Total Traffic,Week 30 (Jul-18),152766,154581,143138,null,,
Total Traffic,Week 31 (Jul-25),157684,156694,140510,null,,
Total Traffic,Week 32 (Aug-01),149048,152503,140001,null,,
Total Traffic,Week 33 (Aug-08),155715,157427,143451,null,,
Total Traffic,Week 34 (Aug-15),158004,156661,140736,null,,
Total Traffic,Week 35(Aug-24),159772,160246,146410,null,,
Total Traffic,Week 36(Aug-29),147895,143910,152138,null,,
Total Traffic,Week 37(Sep-05),157480,155465,147780,null,,
Total Traffic,Week 38(Sep-12),160314,156255,157222,null,,
Total Traffic,Week 39(Sep-19),162901,157449,157479,null,,
Total Traffic,Week 40(Sep-26),156132,148726,157941,null,,
Total Traffic,Week 41(Oct-03),155084,151256,158646,null,,
Total Traffic,Week 42 (Oct-10),159353,146613,158295,null,,
Total Traffic,Week 43 (Oct-17),162422,153007,160176,null,,
Total Traffic,Week 44 (Oct-24),160613,149207,157844,null,,
Total Traffic,Week 45 (Oct-31),159922,151535,156168,null,,
Total Traffic,Week 46 (Nov-07),156252,148163,157264,null,,
Total Traffic,Week 47 (Nov-14),153101,136015,161856,null,,
Total Traffic,Week 48 (Nov-21),159417,139300,156673,null,,
Total Traffic,Week 49 (Nov-28),155244,152981,159141,null,,
Total Traffic,Week 50 (Dec-05),157444,151225,161936,null,,
Total Traffic,Week 51 (Dec-12),159703,153729,157668,null,,
Total Traffic,Week 52 (Dec-19),124734,123640,127434,null,,
